mktcode,country,market,crop,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
200,Angola,Luanda,Maize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72594447923189,1.74986972381449,1.75909138272377,1.77020833333333,1.79687825182102,1.81566916043225,1.82869601328904,1.82428779372011,1.81325612656395,1.81564073579283,1.86975397973951,
401,Benin,Cotonou,Maize,0.250006756939377,0.250006756939377,0.263117344128611,0.277264200322709,0.299492283964375,0.299570386838894,0.31135203176945,0.254438187759518,0.217890034055461,0.202621836510294,0.206889798080155,0.226115956316892,0.22574338910485,0.240890517419541,0.223141344173705,0.248938278243292,0.237342439781828,0.240310588084511,0.2347998818,0.179558174026756,0.179822140489729,0.188325437116791,0.187150429733034,0.215933001434922,0.20260492040521,0.2310132607387,0.252339514405315,0.247386725741395,0.280854239005508,0.285806850255465,0.336923124437877,0.316170542390566,0.306713683705696,0.313874926738739,0.33644845016011,0.367941351783821,0.340853223789791,0.367131892231509,0.513333691660381,0.472118733140197,0.532479713491061,0.631458094144661,0.487944890929966,0.41785065599704,0.413601705693434,0.384335931566242,0.35103977982785,0.298218766418976,0.304472984942427,0.300690220733958,0.348213982990663,0.354464584044206,0.408532572399267,0.367024580022466,0.328966910379545,0.322126078975944,0.262095564702367,0.250013318017133,0.235321710271126,0.221347786673052,0.218078294072632,0.228859364925213,0.252232459048547,0.257286720115067,0.257599388026286,0.22477429595582,0.260856753748303,0.28039141811179,0.285675167865903,0.281807443575105,0.402270683920503,0.42150154824174,0.425985186028852,0.482412908202657,0.543072881088998,0.624662592104697,0.83108386633512,0.8303714773566,0.914126257675353,0.663249786730888,0.503983551729858,0.499421486457728,0.46535229204424,0.470946588309345,0.55890253491769,0.527559204354747,0.545843185802837,0.623590258554602,0.674245602155262,0.598107204308081,0.600974437123049,0.34791359478895,0.299405978538579,0.361269310691381,0.363436391022122,0.423184355364385,0.413765228738129,0.438159704204643,0.393331662018798,0.419888199134334,0.451987745939034,0.418906887611192,0.437263476897621,0.43289821815158,0.446734283044091,0.486995422454766,0.459288078426362,0.443156336692458,0.427432103936833,0.457644863841292,0.480027752004436,0.604801951552945,0.601841547595052,0.60255258805101,0.599249565217202,0.612757837008604,0.463591132850257,0.459416503451993,0.414385903917584,0.492620148043413,0.481688181416745,0.473349897222645,0.44322151123224,0.491650569291225,0.44067142657092,0.42014303196601,0.51625945059857,0.481174745684995,0.460342565389213,0.464617866632924,0.430250523145523,0.439534620743557,0.445263549471007,0.448886699772741,0.534049830409509,0.545367430895005,0.544278651669382,0.552361122855759,0.548099082761168,0.456918105654087,0.427196118618122,0.436422218961756,0,0
401,Benin,Cotonou,Rice,0.479742695748534,0.479742695748534,0.472261899718019,0.466615361518705,0.480580641710276,0.504155041265455,0.531576639606378,0.523843327740183,0.53345491096337,0.532820384897439,0.544043543099666,0.553594237879288,0.572420736658727,0.589766439199566,0.586779090234558,0.547664212135243,0.624122712018881,0.631927842740751,0.617436726214815,0.564325689798377,0.565155298682006,0.591879945224202,0.588187064875251,0.57269187337088,0.588519054510372,0.616035361969866,0.598138108220006,0.586398164720344,0.579828106333952,0.636150731213777,0.598974443445114,0.595144550382241,0.594838659308017,0.656283937726454,0.682792442971988,0.705220924252323,0.691731542396928,0.684651366593895,0.694510288716986,0.678670678889034,0.668020004197876,0.6601607347876,0.641025641025641,0.607782772359331,0.601602481008632,0.585654752862845,0.576065279717498,0.5783636682065,0.590493061706525,0.583156791726463,0.586465655563222,0.596992983653399,0.622525824608407,0.627805202670007,0.667609318123194,0.6735363469497,0.669799776461605,0.663496882430083,0.676549917029487,0.64392083395797,0.634409582756748,0.636826058922331,0.504464918097094,0.710111347517585,0.710974310952549,0.704973928225072,0.719964640345316,0.716555846285686,0.730058762323974,0.791228591576255,0.893934853156674,0.887371680508925,0.896810917955477,0.897512387353781,0.991698304597301,1.02108308324806,1.00917326626407,1.00830822250444,1.08251793672081,1.02918070354793,1.05179176013188,0.978458422447793,0.930704584088481,1.02379693110727,1.07715761275046,0.996500719336745,0.952744469764952,0.995732832208155,1.07879296344842,1.02532663595671,1.03024189221094,1.07635768387831,1.17544569352183,1.1967045916652,1.10166656028581,1.06909731881529,1.04530163049633,1.01194026923453,1.09718832036822,1.08556461239608,1.0193766185008,0.98675844637303,1.02999841224773,1.04289116191062,1.05230742228164,1.12220684304794,1.10646673439078,1.06760390203183,1.07875721469772,1.06090400254118,1.02405920427613,1.05565431543787,1.15991280081956,1.16128316969831,1.15491734387315,1.15986304862343,1.11683318368471,1.10677612195253,1.0981226453816,1.06566807535922,1.04201933122806,1.0675550873532,1.06776091342312,1.06357061928306,1.03802602703372,1.01216275882721,0.994972759335426,1.00008868710999,1.03821940279269,1.04786157155511,1.03651262394149,1.05887885906402,1.07268036918015,1.08140886763433,1.04832003747052,1.05107177590674,1.04897340139917,1.06455052768565,1.0563364140488,1.07629598220741,1.07816163270288,1.10144655261776,0,0
402,Benin,Malanville,Maize,0.168923484418498,0.175680423795238,0.188904759887208,0.202876244138567,0.215913041927805,0.204584654426562,0.265788319803189,0.194570378874925,0.142755539553578,0.127576711876852,0.145589117167516,0.140347834955312,0.161245277932036,0.166131391323821,0.157025390344459,0.141065024337866,0.140647371722565,0.133505882269173,0.130444378777778,0.119705449351171,0.145570304205971,0.143486047327079,0.133678878380739,0.140825870501036,0.144717800289436,0.182885498084804,0.177572250877814,0.174086955151352,0.172136469067892,0.202830667923233,0.205897464934258,0.278974007991675,0.213770143188819,0.209249951159159,0.217701938338895,0.265735420732759,0.230577180798976,0.267907056493263,0,0,0.406620872120447,0.459242250287026,0.526215078453884,0.351374415270238,0,0,0.216024479894062,0.216886375577437,0.175302627694125,0.218683796897424,0.229088146704384,0.251856414978778,0.262628082256672,0.231804997908926,0.232211936738502,0.2245121156499,0.18443761960537,0.163470246395818,0,0,0,0.159206514730583,0.191696668876896,0.164663500873643,0,0,0.208685402998642,0.228467081424422,0.232772359001847,0.270968695745293,0.21230952762471,0.244027212139954,0.212992593014426,0.336567145257668,0.401401694717955,0.396420491143366,0.474905066477211,0.652434732208757,0.661538739107163,0.503155010623432,0.591632865074181,0.315960532248767,0,0,0,0,0,0,0,0,0,0.413147393811878,0.310495088854823,0.248372651100325,0.227147744388826,0.289547190512474,0,0,0.279472496697567,0.282656446246527,0.273115999673799,0.269962216460546,0.310942916904975,0.324673663613685,0.248185712802273,0.285845139266928,0.281835866307086,0.271936842970372,0.27477778110225,0.291228549717186,0.330685784714167,0.417863166527489,0.415817796520218,0.361531552830606,0.414026972331885,0.415799960827267,0.368765673858159,0.302797240911541,0.362587665927886,0.311657644680527,0.29491113147964,0.302138232269773,0.382782214246026,0.381280033327888,0.372122537993222,0.4010456214221,0.431780631409713,0.452870348879995,0.293835680035668,0.296564595723143,0.293352629417402,0.299682695961516,0.303588783730232,0.357068965728317,0.395592466970007,0.396630858832731,0.395839019395914,0.401717180258734,0.398617514735395,0.304612070436058,0.30514008472723,0.311730156401254,0,0
402,Benin,Malanville,Sorghum,0.182437363171978,0.189194302548718,0.209144555589409,0.216401327081138,0.25770266294609,0.299570386838894,0.318945983763827,0.31430599664411,0.308051427457721,0.315189523460457,0.245202723650554,0.155942038839236,0.169307541828638,0.174437960890012,0.165289884573115,0.174256794770305,0.149437832455225,0.142406274420451,0.139140670696296,0.13680622782991,0.128444386064092,0.125550291411194,0.133678878380739,0.150214261867772,0.154365653642065,0.22138770820792,0.23364769852344,0.229061783093884,0.2264953540367,0.230489395367311,0.271410294686067,0.269674874391953,0.223064497240506,0.247295396824461,0.28697073690127,0.296397200048078,0.240602275616323,0.277829540067088,0,0,0,0,0.583620359739763,0.360871021088353,0,0,0.306034679849921,0.307255698734703,0.276793622674934,0.236907446638876,0.265742250177085,0.270512445717947,0.282082014275684,0.27043916422708,0.261238428830815,0.253796304647713,0.242681078428118,0.230781524323507,0,0,0,0.228859364925213,0.232053862324663,0.236703782505862,0,0,0.239988213448439,0.238851948761895,0.243352920774658,0.249291200085669,0.268180455947002,0.277303650159039,0.319488889521639,0.359004954941512,0.425013559113129,0.432458717610944,0.486777693139142,0.557535134796574,0.625454807883136,0.617508422128757,0.613545193410262,0.407691009353247,0,0,0,0,0,0,0,0,0,0.489253492671961,0.42138619201726,0.451586638364227,0.5224398120943,0.389775064151407,0.370210994134116,0.302538843379396,0.300174163119609,0.348199970013838,0.326969858764408,0.316507426195123,0.388678646131219,0.334512259480766,0.287895426850636,0.3070188532867,0.302712597144648,0.292080312820029,0.295131690813527,0.301629569349943,0.309351217958414,0.384873969170056,0.393932649334943,0.372487054431533,0.403131525691572,0.393915752362674,0.421446484409325,0.48029907179072,0.476543789505221,0.392085423952921,0.334232615676925,0.37263715313272,0.402928646574764,0.40134740350304,0.391707934729707,0.42014303196601,0.431780631409713,0.490609544619995,0.450548042721357,0.454732380108819,0.449807365106683,0.459513467140991,0.344067288227596,0.408078817975219,0.395592466970007,0.40654663030355,0.445318896820403,0.522232334336354,0.468375579814089,0.527994255422501,0.579766160981737,0.540332271095507,0,0
403,Benin,Natitingou,Maize,0.189194302548718,0.216222060055677,0.215891154156809,0.243451492966281,0.25770266294609,0.270344007635099,0.31135203176945,0.224504283317221,0.195349685704896,0.157594761730228,0.176239457623835,0.17153624272316,0.185432069621841,0.174437960890012,0.173554378801771,0.174256794770305,0.184599675385866,0.186908235176842,0.182622130288889,0.13680622782991,0.137007345135032,0.143486047327079,0.142590803606121,0.150214261867772,0.154365653642065,0.154008840492466,0.158880434995939,0.174086955151352,0.199315911552296,0.202830667923233,0.252692343328407,0.251076607192508,0.204475789137131,0.209249951159159,0.257284108945966,0.275956013837865,0.240602275616323,0.23813960577179,0.281830262088052,0.304910015153044,0,0,0.497512437810945,0.398857444360811,0.310201279270076,0.274525665404459,0.243027539880819,0.243997172524617,0.24911426040744,0.246019271509602,0.265742250177085,0.279840461087531,0.291808980285191,0.280097705806619,0.270913926194919,0.263557700980318,0.242681078428118,0.182702040089443,0.196101425225938,0.201225260611866,0.218078294072632,0.218908957754551,0.221964563962721,0.226412313701259,0.226687461463132,0.22477429595582,0.219119673148574,0.228467081424422,0.232772359001847,0.173419965276987,0.346399755598211,0.288395796165401,0.302673684809974,0.325348240415746,0.448625423508303,0.456484201922663,0.498650319801072,0.616847383179189,0.769790532779245,0.651814445580355,0.427290402553575,0.305768257014935,0.310234861362827,0.348090956576472,0.436960163662921,0.420093440504706,0.426750127082218,0.442547925425847,0.456412407612793,0.469941374813492,0.472194200596682,0.34791359478895,0.288316868222336,0.270951983018536,0.26121990604715,0.3006836209168,0.293991083577092,0.281674095560128,0.279472496697567,0.276511740893342,0.307736337660619,0.307198384248207,0.320659883058256,0.373866642949092,0.268040569826455,0.285845139266928,0.281835866307086,0.332367252519344,0.325662555380444,0.332832628248212,0.341353068092043,0.406866767408345,0.437702943705492,0.438220064037098,0.414026972331885,0.415799960827267,0.368765673858159,0.365444945927722,0.314933286977364,0.351871534316724,0.344062986726247,0.352494604314735,0.352562565752919,0.35117897806516,0.342744442888494,0.362850800334281,0.356688347686285,0.415131153139995,0.372191861378512,0.296564595723143,0.293352629417402,0.329650965557668,0.38454579272496,0.387674877076458,0.375812843621507,0.436293944716004,0.435422921335505,0.441888898284607,0.438479266208934,0.406149427248078,0.30514008472723,0.311730156401254,0,0
403,Benin,Natitingou,Rice,0.459471877618314,0.472985756371794,0.472261899718019,0.47337790298999,0.487545578546657,0.511461636066404,0.531576639606378,0.523843327740183,0.525941461513182,0.525315872434095,0.528718372871506,0.538000033995364,0.564358472762125,0.581459869633375,0.578514596005902,0.580855982567682,0.60654179055356,0.623027450589473,0.608740434296297,0.598527246755854,0.599407134965765,0.627751457055971,0.623834765776781,0.657187395671501,0.675349734684033,0.702665334746878,0.644867647924694,0.641372992662876,0.625127177141292,0.636150731213777,0.617692394802774,0.595144550382241,0.594838659308017,0.646772576310128,0.692687985623756,0.807426855303384,0.701756637214275,0.684651366593895,0.734771754729565,0.727849713591138,0,0,0.707998469192499,0.702748830540476,0.69560286866623,0.677163307997665,0.657074459677771,0.641622194416586,0.636625332152347,0.674275040433723,0.678100914244976,0.690273137349243,0.719795484703471,0.705073535306316,0.706311307579611,0.712581932280118,0.698921505872979,0.692344572970522,0.696160059552081,0.70428841214153,0.693885481140193,0.706478909116961,0.716340183697873,0.720402816322187,0.710974310952549,0.704973928225072,0.74083318064518,0.747710448298107,0.772381009415219,0.791228591576255,0.826889739169923,0.820818804470756,0.80712982615993,0.830198958302248,0.873638982621432,0.888942919533608,1.021045892926,1.15065761862272,1.21482568454225,1.18927547965538,1.16135340181228,1.07018889955227,0.930704584088481,0.962369115240835,0.934891512953227,0.898804570382162,0.913046783524746,1.0057907396042,0.995808889337003,0.982604692791847,1.03024189221094,1.08722998371547,1.10891103162437,1.07251826611504,1.09030917306637,1.02455159719799,1.02352451319432,0.98064314750563,0.972978321835973,0.972911680921018,0.923209012981857,0.902977068850791,0.981413581481328,1.0035367784423,1.01259770823327,1.03751198696885,1.0438365418781,1.00717349248286,1.06858025984208,1.09210706143945,1.13073203805489,1.16561830662931,1.15991280081956,1.16128316969831,1.15491734387315,1.15986304862343,1.11683318368471,1.10677612195253,1.0981226453816,1.03550765813207,1.04201933122806,1.0675550873532,1.06776091342312,1.06357061928306,1.03802602703372,1.01216275882721,0.994972759335426,1.00008868710999,1.03821940279269,1.04786157155511,1.03651262394149,1.05887885906402,1.07268036918015,1.08140886763433,1.04832003747052,1.05107177590674,1.04897340139917,1.06455052768565,1.0563364140488,1.07629598220741,1.07816163270288,1.10144655261776,0,0
403,Benin,Natitingou,Sorghum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304472984942427,0.264242921251054,0.302396353649787,0.317152522565868,0.330716844323216,0.328390413704311,0.328966910379545,0.331887475308548,0.33004626666224,0.317324595944822,0.284347066577611,0.291776627887205,0.277554192456077,0.228859364925213,0.232053862324663,0.26757818891967,0.298815290110492,0.265642349765969,0.239988213448439,0.238851948761895,0.243352920774658,0.249291200085669,0.379922312591586,0.35494867220357,0.325093957758861,0.336567145257668,0.472237287903477,0.480509686234383,0.522395573124932,0.628709832855712,0.817902441077947,0.754732515935148,0.624501357578302,0.580959688328377,0.552605846802535,0.532374404175781,0.42679829939169,0.449402285191081,0.456523391762373,0.462663740217931,0.477158426140647,0.309734087945256,0.311218904938722,0.315296695277486,0.321584199171067,0.327400312814064,0.329364229363798,0.378638633747081,0.359322435483112,0.302538843379396,0.300174163119609,0.296994092070626,0.326969858764408,0.316507426195123,0.330376849211536,0.393543834683254,0.397097140483637,0.423474280395449,0.407096251332457,0.342438987444172,0.346016465091722,0.353634667513726,0.362687634847796,0.439855964765778,0.503358385261316,0.503953073642663,0.43581786561251,0.43768416929186,0.453054970740024,0.469857787621356,0.559420970288738,0.462459730816266,0.422705955120817,0.402850976359698,0.402928646574764,0.441482143853344,0.450464124939163,0.439240442509919,0.431780631409713,0.434000751009995,0.450548042721357,0.454732380108819,0.449807365106683,0.459513467140991,0.465502801719689,0.469290640671502,0.454931337015508,0.456125487657641,0.455214872305301,0.461974757297544,0.568029958497938,0.578762933828511,0.579766160981737,0.592287297162383,0,0
404,Benin,Parakou,Maize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160414654056887,0.178379435967979,0.183309213699952,0.182885498084804,0.205609974700627,0.201574369122618,0.13589721242202,0.129074061405694,0.159102586540108,0.213880072793618,0.288124975602321,0.247295396824461,0.188015310383591,0.214632455207229,0.210526991164282,0.208372155050316,0.251634162578618,0.265566787391361,0.455028118801452,0.526215078453884,0.641025641025641,0.512816714178186,0.357201473098875,0.292827376431423,0.216024479894062,0.26207103715607,0.267567168585769,0.264242921251054,0.265742250177085,0.2984964918267,0.32098987831371,0.318731872124773,0.280589423559023,0.292841889978131,0.291217294113741,0.230781524323507,0.235321710271126,0.241470312734239,0.23790359353378,0.238809772095874,0.221964563962721,0.226412313701259,0.226687461463132,0.173689228693134,0.187816862698778,0.207697346749474,0.243352920774658,0.227613704426046,0.301703012940377,0.277303650159039,0.302673684809974,0.325348240415746,0.425013559113129,0.468496944078523,0.486777693139142,0.711746980591372,0.938182211824704,0.891956609741539,0.755975327594787,0.499421486457728,0.378098737285945,0.399280803131836,0,0,0,0,0,0,0,0.413147393811878,0.354851530119798,0.237082985141219,0.249862518827709,0.378638633747081,0.359322435483112,0.344268339017934,0.341577495963693,0.337958794425196,0.326969858764408,0.251344132566715,0.320659883058256,0.275480684278278,0.218403427266,0.254084568237269,0.281835866307086,0.251793373120715,0.264600826246611,0.280827530084429,0.298683934580538,0.329891973574333,0.393932649334943,0.372487054431533,0.414026972331885,0.372031543898081,0.421446484409325,0.417651366774539,0.279710485144369,0.382031951543872,0.314571873578283,0.322280781087758,0.322342917259811,0.341145292977584,0.352537141256736,0.315107273974507,0.347301812220856,0.245304772309997,0.293835680035668,0.336106541819562,0.322687892359142,0.329650965557668,0.333947662103255,0.336665024829556,0.385702655295757,0.396630858832731,0.395839019395914,0.411760109765202,0.468375579814089,0.294458334754856,0.264454740096933,0.34290317204138,0.288041010456094,0
404,Benin,Parakou,Rice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19249620235825,0,0,0,0,0,0,0,0,0,1.1524637827384,1.17544569352183,1.27573225337894,1.27202736857743,1.18046162285855,1.15418721700636,1.14756113005978,1.15929331963435,0.696399940027676,0.702023520288287,0.875049943010045,0.952262683021487,0.954343799106892,0.903395994600273,1.05868570098862,0.730685579314667,0.997101757558031,0.976987666141332,0.977695845479124,1.03472648765401,1.09963991191444,1.11614250644901,1.09555016009274,1.10044011067159,1.10515252746195,0.906109941480048,0.897950438565259,0.890929693422805,1.02545418572302,1.0125282180801,0.946699794445289,0.967028751779434,0.983301138582449,0.979269836824267,0.888029590291793,0.929267011077426,0.93404509456499,0.930479653446281,0.929235733265848,0.938728414135685,0.948995203878134,0.920885977315037,0.928379310893623,0.880193239008266,0.932082518256918,0.900533769125704,0.964121232620962,1.00650922470687,1.0255273038014,1.15953232196347,1.02870951612414,1.00814353659633,0
